EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,Attrition,JobSatisfaction,HireDate,YearsAtCompany,OfferExtended,OfferAccepted,DaysToFill,PerformanceRating,WorkLifeBalance,OverTime,SeniorityBand,Region,IsOpenRequisition
1101,43,Male,Research & Development,Research Scientist,Technical Degree,5067,No,2,2022-11,2,Yes,Yes,42,4,4,Yes,Mid,EMEA,0
1102,57,Female,Sales,Sales Representative,Other,7086,No,1,2022-01,5,Yes,Yes,38,4,2,No,Senior,Americas,0
1103,56,Male,Research & Development,Laboratory Technician,Other,6278,No,3,2022-10,3,Yes,Yes,74,4,2,No,Mid,EMEA,0
1104,37,Female,Human Resources,Human Resources,Human Resources,5617,No,1,2024-04,1,Yes,Yes,51,4,3,Yes,Mid,APAC,0
1105,54,Male,Sales,Sales Executive,Marketing,7995,No,1,2024-01,3,Yes,Yes,91,3,4,No,Senior,Americas,0
1106,32,Female,Research & Development,Research Scientist,Other,6035,No,1,2024-08,1,Yes,Yes,112,4,1,No,Mid,Americas,0
1107,25,Female,Research & Development,Manager,Technical Degree,7338,No,2,2024-02,10,No,No,29,4,4,No,Senior,EMEA,1
1108,28,Female,Sales,Sales Executive,Technical Degree,5981,No,3,2024-02,10,Yes,Yes,79,3,3,No,Mid,Americas,0
1109,47,Male,Sales,Sales Representative,Human Resources,3759,Yes,1,2024-07,17,Yes,Yes,52,3,2,Yes,Junior,Americas,0
1110,26,Male,Sales,Sales Executive,Marketing,6507,No,2,2023-09,5,Yes,Yes,107,4,4,No,Senior,Americas,0
1111,32,Male,Sales,Sales Executive,Human Resources,5724,No,1,2023-05,15,No,No,82,3,4,No,Mid,Americas,1
1112,33,Female,Human Resources,Manager,Technical Degree,4710,No,4,2024-02,18,Yes,Yes,43,3,1,No,Mid,APAC,0
1113,23,Female,Research & Development,Manager,Technical Degree,2721,No,3,2023-04,0,Yes,No,57,3,1,Yes,Junior,APAC,0
1114,50,Male,Research & Development,Healthcare Representative,Marketing,4894,Yes,1,2023-10,9,Yes,No,118,4,3,No,Mid,EMEA,0
1115,58,Male,Human Resources,Human Resources,Technical Degree,5415,No,1,2023-10,1,Yes,No,15,4,1,No,Mid,APAC,0
1116,41,Male,Research & Development,Research Scientist,Other,5275,No,3,2022-03,17,Yes,No,82,3,2,No,Mid,APAC,0
1117,44,Male,Sales,Sales Representative,Life Sciences,4296,No,2,2023-08,1,Yes,Yes,55,3,4,No,Mid,Americas,0
1118,56,Female,Human Resources,Human Resources,Other,6960,Yes,1,2023-09,13,Yes,No,18,3,2,No,Senior,APAC,0
1119,29,Male,Research & Development,Laboratory Technician,Life Sciences,4627,No,3,2024-05,3,Yes,No,29,3,1,No,Mid,EMEA,0
1120,48,Female,Research & Development,Manager,Marketing,4619,No,2,2023-12,16,No,No,101,3,4,No,Mid,APAC,1
1121,52,Male,Human Resources,Human Resources,Life Sciences,7012,Yes,4,2022-05,5,No,No,115,3,2,Yes,Senior,APAC,1
1122,41,Male,Sales,Manager,Medical,6548,No,2,2023-09,4,No,No,39,4,3,Yes,Senior,Americas,1
1123,37,Female,Sales,Sales Executive,Marketing,3502,No,3,2024-12,9,Yes,Yes,88,4,3,Yes,Junior,Americas,0
1124,38,Male,Sales,Sales Representative,Life Sciences,6500,No,3,2022-09,18,Yes,Yes,50,3,1,No,Mid,Americas,0
1125,53,Male,Research & Development,Laboratory Technician,Medical,2911,Yes,3,2023-03,16,No,No,48,3,1,Yes,Junior,Americas,1
1126,27,Female,Research & Development,Research Scientist,Other,3846,Yes,3,2022-06,0,No,No,95,3,2,Yes,Junior,APAC,1
1127,25,Male,Human Resources,Manager,Medical,6173,No,1,2024-08,13,Yes,No,48,3,3,Yes,Mid,APAC,0
1128,40,Male,Sales,Manager,Other,5927,No,4,2024-05,2,Yes,Yes,33,4,4,Yes,Mid,Americas,0
1129,41,Female,Research & Development,Laboratory Technician,Life Sciences,8487,No,1,2024-01,7,Yes,Yes,21,4,4,No,Senior,EMEA,0
1130,40,Male,Research & Development,Laboratory Technician,Other,3174,No,3,2023-04,11,Yes,Yes,31,4,1,No,Junior,Americas,0
1131,54,Male,Sales,Sales Representative,Medical,6553,No,2,2022-05,14,Yes,Yes,53,4,1,No,Senior,Americas,0
1132,36,Male,Sales,Sales Representative,Medical,5856,No,1,2022-07,7,Yes,No,104,4,1,No,Mid,Americas,0
1133,26,Male,Sales,Sales Representative,Life Sciences,4816,No,3,2022-06,16,Yes,Yes,90,3,3,No,Mid,Americas,0
1134,56,Female,Human Resources,Manager,Marketing,3880,No,1,2024-01,14,No,No,116,4,3,No,Junior,APAC,1
1135,56,Female,Sales,Manager,Marketing,3743,No,2,2023-08,8,Yes,Yes,111,4,4,No,Junior,Americas,0
1136,23,Male,Research & Development,Manager,Life Sciences,5058,No,1,2024-12,3,Yes,Yes,21,3,1,No,Mid,EMEA,0
1137,57,Male,Research & Development,Research Scientist,Human Resources,5877,No,1,2022-10,9,Yes,Yes,41,4,2,Yes,Mid,EMEA,0
1138,46,Male,Research & Development,Manager,Technical Degree,2740,No,1,2023-09,10,No,No,55,4,2,No,Junior,Americas,1
1139,53,Male,Human Resources,Manager,Marketing,4684,No,4,2023-11,1,Yes,Yes,54,3,1,No,Mid,APAC,0
1140,32,Male,Human Resources,Manager,Technical Degree,2552,No,3,2024-09,12,No,No,60,3,2,No,Junior,APAC,1
1141,29,Male,Sales,Manager,Life Sciences,7541,Yes,3,2024-03,16,Yes,No,74,4,1,No,Senior,Americas,0
1142,42,Male,Research & Development,Research Scientist,Medical,7082,No,4,2023-06,10,No,No,51,3,4,No,Senior,Americas,1
1143,32,Male,Sales,Manager,Marketing,5021,No,2,2023-10,3,Yes,Yes,106,3,1,No,Mid,Americas,0
1144,59,Female,Sales,Sales Representative,Other,4951,Yes,3,2022-01,19,Yes,Yes,97,3,4,No,Mid,Americas,0
1145,46,Female,Sales,Manager,Human Resources,4950,No,4,2023-11,4,Yes,No,50,4,2,No,Mid,Americas,0
1146,54,Male,Research & Development,Laboratory Technician,Life Sciences,6479,Yes,2,2023-04,4,No,No,56,3,1,No,Mid,EMEA,1
1147,51,Female,Research & Development,Healthcare Representative,Other,4938,No,4,2022-03,13,Yes,Yes,37,3,1,No,Mid,EMEA,0
1148,58,Male,Sales,Sales Executive,Medical,5603,No,3,2022-02,13,Yes,Yes,24,3,4,No,Mid,Americas,0
1149,49,Male,Sales,Sales Representative,Human Resources,8324,No,3,2022-09,7,Yes,Yes,23,3,1,No,Senior,Americas,0
1150,31,Male,Human Resources,Human Resources,Other,7899,No,4,2022-03,14,Yes,Yes,91,4,1,No,Senior,APAC,0
1151,45,Female,Sales,Sales Executive,Medical,4553,No,1,2024-05,6,Yes,Yes,67,3,1,No,Mid,Americas,0
1152,24,Female,Sales,Manager,Life Sciences,8797,No,1,2024-01,15,Yes,Yes,55,3,4,No,Lead,Americas,0
1153,35,Male,Research & Development,Research Scientist,Marketing,7014,No,3,2022-07,13,No,No,44,3,4,Yes,Senior,Americas,1
1154,53,Female,Human Resources,Manager,Technical Degree,5372,No,1,2022-02,16,No,No,59,4,2,No,Mid,APAC,1
1155,41,Male,Sales,Sales Representative,Human Resources,4436,No,2,2023-03,7,Yes,Yes,73,3,2,No,Mid,Americas,0
1156,52,Female,Research & Development,Healthcare Representative,Life Sciences,6502,No,4,2022-11,7,Yes,No,87,4,2,No,Senior,EMEA,0
1157,38,Male,Research & Development,Research Scientist,Technical Degree,3520,Yes,1,2024-08,5,Yes,Yes,43,4,1,Yes,Junior,EMEA,0
1158,42,Male,Sales,Manager,Other,6723,No,3,2022-03,15,Yes,Yes,22,4,3,Yes,Senior,Americas,0
1159,51,Female,Research & Development,Research Scientist,Life Sciences,5934,No,2,2022-02,1,No,No,64,4,3,No,Mid,EMEA,1
1160,59,Female,Research & Development,Laboratory Technician,Other,9063,No,2,2024-08,13,Yes,Yes,27,3,4,No,Lead,Americas,0
1161,36,Male,Research & Development,Laboratory Technician,Technical Degree,6303,No,2,2023-03,4,No,No,98,4,1,No,Mid,EMEA,1
1162,27,Female,Research & Development,Research Scientist,Life Sciences,6975,No,4,2023-10,13,Yes,No,73,4,4,No,Senior,EMEA,0
1163,59,Female,Research & Development,Manager,Other,5076,Yes,4,2023-01,5,No,No,62,3,4,No,Mid,EMEA,1
1164,48,Male,Sales,Sales Executive,Life Sciences,6031,No,3,2024-07,19,Yes,Yes,89,3,1,No,Mid,Americas,0
1165,56,Female,Research & Development,Manager,Technical Degree,5942,Yes,4,2024-06,14,Yes,No,72,3,3,No,Mid,APAC,0
1166,40,Male,Sales,Sales Executive,Technical Degree,5658,No,4,2022-10,18,Yes,Yes,101,4,3,No,Mid,Americas,0
1167,26,Male,Sales,Manager,Human Resources,5456,No,1,2024-04,9,Yes,Yes,98,4,1,No,Mid,Americas,0
1168,48,Female,Sales,Manager,Life Sciences,3651,No,1,2023-06,9,Yes,Yes,36,3,1,No,Junior,Americas,0
1169,36,Male,Research & Development,Healthcare Representative,Human Resources,7886,No,2,2022-01,17,Yes,Yes,34,4,4,Yes,Senior,EMEA,0
1170,33,Female,Research & Development,Manager,Medical,8593,No,1,2023-03,16,Yes,No,116,4,4,Yes,Lead,EMEA,0
1171,43,Female,Sales,Manager,Technical Degree,4644,No,4,2022-08,15,Yes,Yes,60,4,3,Yes,Mid,Americas,0
1172,44,Female,Research & Development,Research Scientist,Life Sciences,6908,No,4,2024-03,14,Yes,No,109,3,2,Yes,Senior,EMEA,0
1173,38,Male,Sales,Manager,Marketing,4364,No,2,2022-12,17,No,No,85,4,2,Yes,Mid,Americas,1
1174,31,Male,Research & Development,Healthcare Representative,Technical Degree,5230,No,4,2023-12,7,No,No,25,4,4,No,Mid,EMEA,1
1175,49,Male,Sales,Sales Representative,Human Resources,4131,No,4,2022-10,17,Yes,Yes,78,4,3,No,Mid,Americas,0
1176,43,Male,Research & Development,Healthcare Representative,Human Resources,2500,No,2,2023-11,7,No,No,38,3,4,Yes,Junior,EMEA,1
1177,38,Male,Research & Development,Laboratory Technician,Medical,5166,No,1,2023-11,1,No,No,23,4,1,No,Mid,Americas,1
1178,38,Female,Human Resources,Manager,Life Sciences,4726,No,4,2022-12,19,No,No,104,3,1,No,Mid,APAC,1
1179,59,Male,Sales,Sales Executive,Technical Degree,6759,No,3,2022-12,7,Yes,No,27,3,1,No,Senior,Americas,0
1180,34,Male,Sales,Sales Representative,Marketing,4831,No,2,2023-07,5,Yes,Yes,106,3,2,No,Mid,Americas,0
1181,37,Female,Sales,Manager,Human Resources,9891,No,1,2024-10,5,No,No,92,4,3,No,Lead,Americas,1
1182,52,Male,Human Resources,Manager,Technical Degree,2500,No,3,2022-12,3,Yes,Yes,27,3,3,No,Junior,APAC,0
1183,34,Male,Human Resources,Human Resources,Medical,6809,No,4,2023-08,17,Yes,Yes,105,3,3,No,Senior,APAC,0
1184,34,Male,Sales,Manager,Life Sciences,2500,No,2,2024-02,6,Yes,Yes,27,4,2,No,Junior,Americas,0
1185,34,Male,Research & Development,Laboratory Technician,Life Sciences,2500,No,4,2023-06,18,No,No,29,3,4,No,Junior,EMEA,1
1186,51,Male,Research & Development,Manager,Life Sciences,2500,No,4,2023-11,14,Yes,Yes,26,3,1,Yes,Junior,APAC,0
1187,29,Male,Research & Development,Research Scientist,Marketing,8291,No,3,2022-08,6,Yes,Yes,57,3,1,Yes,Senior,EMEA,0
1188,42,Female,Research & Development,Laboratory Technician,Human Resources,6654,No,4,2024-05,8,Yes,Yes,63,3,3,No,Senior,EMEA,0
1189,23,Male,Sales,Sales Executive,Life Sciences,5606,No,2,2023-09,18,No,No,70,4,4,No,Mid,Americas,1
1190,43,Female,Sales,Manager,Technical Degree,3812,No,2,2022-04,18,Yes,Yes,72,4,3,Yes,Junior,Americas,0
1191,22,Male,Human Resources,Manager,Technical Degree,3781,Yes,4,2024-04,15,No,No,18,4,4,Yes,Junior,APAC,1
1192,33,Male,Human Resources,Human Resources,Human Resources,3949,No,2,2023-04,9,No,No,87,4,4,No,Junior,APAC,1
1193,24,Female,Research & Development,Laboratory Technician,Marketing,3316,No,4,2023-07,8,Yes,No,67,4,2,No,Junior,EMEA,0
1194,41,Female,Sales,Manager,Marketing,4073,No,2,2024-07,19,Yes,Yes,63,4,2,Yes,Mid,Americas,0
1195,59,Male,Sales,Sales Executive,Human Resources,7103,No,1,2024-09,4,No,No,84,3,3,No,Senior,Americas,1
1196,25,Male,Research & Development,Manager,Medical,3896,No,1,2023-11,19,Yes,Yes,86,3,3,No,Junior,EMEA,0
1197,26,Male,Human Resources,Human Resources,Human Resources,5730,Yes,3,2024-05,11,Yes,Yes,90,3,2,No,Mid,APAC,0
1198,51,Male,Human Resources,Manager,Other,2500,Yes,3,2024-04,0,Yes,Yes,79,3,3,No,Junior,APAC,0
1199,36,Male,Research & Development,Laboratory Technician,Life Sciences,3982,No,1,2023-09,12,Yes,Yes,31,4,1,No,Junior,EMEA,0
1200,56,Male,Research & Development,Research Scientist,Life Sciences,4490,No,3,2022-06,2,No,No,74,4,1,No,Mid,EMEA,1
1201,46,Male,Sales,Sales Executive,Human Resources,3247,No,2,2023-11,17,No,No,32,4,1,No,Junior,Americas,1
1202,28,Female,Sales,Sales Representative,Life Sciences,3812,No,3,2023-01,18,No,No,34,4,3,No,Junior,Americas,1
1203,38,Male,Human Resources,Manager,Technical Degree,5072,No,1,2023-12,5,No,No,72,4,2,Yes,Mid,APAC,1
1204,37,Male,Research & Development,Manager,Marketing,3416,No,3,2022-04,8,Yes,Yes,117,3,2,No,Junior,EMEA,0
1205,56,Female,Sales,Manager,Technical Degree,4929,Yes,2,2023-04,10,Yes,Yes,59,3,1,Yes,Mid,Americas,0
1206,50,Male,Sales,Sales Representative,Technical Degree,5106,No,2,2022-04,15,Yes,Yes,77,3,2,Yes,Mid,Americas,0
1207,25,Female,Research & Development,Research Scientist,Human Resources,5933,No,3,2024-08,0,Yes,Yes,98,4,4,No,Mid,EMEA,0
1208,30,Male,Sales,Sales Executive,Marketing,8165,No,1,2022-03,14,Yes,No,83,3,4,No,Senior,Americas,0
1209,49,Female,Sales,Sales Representative,Medical,7201,Yes,1,2024-01,13,Yes,Yes,72,4,3,No,Senior,Americas,0
1210,56,Female,Research & Development,Research Scientist,Life Sciences,3528,No,4,2023-02,1,Yes,No,90,3,2,No,Junior,EMEA,0
